OrderID,Tanggal_Pesanan,Produk,Kategori,Wilayah,Jumlah,Harga_Satuan,Metode_Pembayaran,Diskon,Total_Penjualan,Bulan,Hari_Dalam_Seminggu,Jam_Pesanan
853,2025-06-26 16:47:34,Headphone Wireless,Aksesoris,Makassar,3,915863,Credit Card,0,2747589,2025-06,3,15
854,2025-02-13 16:47:34,Headphone Wireless,Aksesoris,Jakarta,2,1343659,Bank Transfer,0,2687318,2025-02,3,13
855,2025-05-04 16:47:34,Laptop Gaming,Elektronik,Surabaya,1,19701669,Debit Card,0.05,18716585.55,2025-05,6,8
856,2025-02-22 16:47:34,Smartphone Terbaru,Elektronik,Makassar,3,6765056,Credit Card,0.15,17250892.8,2025-02,5,15
857,2025-01-11 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,3,6325315,E-Wallet,0,18975945,2025-01,5,15
858,2025-01-25 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,2,8772912,Credit Card,0.1,15791241.6,2025-01,5,9
859,2025-03-16 16:47:34,Smartwatch,Aksesoris,Makassar,3,1984209,E-Wallet,0.1,5357364.3,2025-03,6,11
860,2025-05-07 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,1,8217092,Credit Card,0.1,7395382.8,2025-05,2,19
861,2025-04-16 16:47:34,Smartwatch,Aksesoris,Medan,2,1328791,Bank Transfer,0.05,2524702.9,2025-04,2,9
862,2025-05-31 16:47:34,Laptop Gaming,Elektronik,Jakarta,1,18820887,Debit Card,0.05,17879842.65,2025-05,5,11
863,2025-01-11 16:47:34,Laptop Gaming,Elektronik,Medan,1,21652346,Bank Transfer,0,21652346,2025-01,5,19
864,2025-02-22 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,2,5846274,Bank Transfer,0.05,11107920.6,2025-02,5,20
865,2025-04-22 16:47:34,Headphone Wireless,Aksesoris,Jakarta,3,945194,E-Wallet,0,2835582,2025-04,1,20
866,2025-01-04 16:47:34,Smartwatch,Aksesoris,Medan,1,701260,E-Wallet,0.05,666197,2025-01,5,17
867,2024-12-31 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,1,8988099,E-Wallet,0,8988099,2024-12,1,14
868,2025-04-18 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,1,8446079,Bank Transfer,0.05,8023775.05,2025-04,4,16
869,2025-05-28 16:47:34,Monitor Curved,Periferal,Jakarta,1,2376794,Credit Card,0.1,2139114.6,2025-05,2,21
870,2025-04-14 16:47:34,Laptop Gaming,Elektronik,Jakarta,2,18878450,Credit Card,0,37756900,2025-04,0,21
871,2025-01-15 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,2,6033349,Bank Transfer,0.1,10860028.2,2025-01,2,15
872,2025-02-04 16:47:34,Keyboard Mekanik,Periferal,Jakarta,4,1921466,Bank Transfer,0,7685864,2025-02,1,19
873,2025-04-22 16:47:34,Smartwatch,Aksesoris,Denpasar,4,2980252,Debit Card,0.1,10728907.2,2025-04,1,16
874,2025-01-12 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,1,9407054,E-Wallet,0,9407054,2025-01,6,15
875,2025-04-26 16:47:34,Keyboard Mekanik,Periferal,Surabaya,3,1182877,E-Wallet,0,3548631,2025-04,5,9
876,2025-01-25 16:47:34,Monitor Curved,Periferal,Jakarta,1,6902825,Bank Transfer,0.1,6212542.5,2025-01,5,14
877,2025-02-05 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,3,9424697,Bank Transfer,0,28274091,2025-02,2,9
878,2025-01-14 16:47:34,Smartwatch,Aksesoris,Denpasar,1,1701700,Credit Card,0.1,1531530,2025-01,1,20
879,2025-03-24 16:47:34,Headphone Wireless,Aksesoris,Jakarta,4,308036,Bank Transfer,0,1232144,2025-03,0,19
880,2025-05-03 16:47:34,Smartphone Terbaru,Elektronik,Denpasar,4,8798946,Credit Card,0,35195784,2025-05,5,18
881,2025-02-10 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,3,6299973,Bank Transfer,0,18899919,2025-02,0,9
882,2025-01-22 16:47:34,Smartphone Terbaru,Elektronik,Medan,1,8928643,Debit Card,0,8928643,2025-01,2,11
883,2025-05-22 16:47:34,Smartwatch,Aksesoris,Surabaya,3,2799899,Debit Card,0,8399697,2025-05,3,8
884,2025-01-10 16:47:34,Smartphone Terbaru,Elektronik,Makassar,4,4972424,Credit Card,0,19889696,2025-01,4,12
885,2025-01-22 16:47:34,Keyboard Mekanik,Periferal,Medan,1,1736092,E-Wallet,0,1736092,2025-01,2,13
886,2025-03-06 16:47:34,Smartwatch,Aksesoris,Surabaya,1,1872236,Debit Card,0,1872236,2025-03,3,16
887,2025-05-15 16:47:34,Laptop Gaming,Elektronik,Jakarta,3,21049850,Credit Card,0.15,53677117.5,2025-05,3,17
888,2025-03-05 16:47:34,Smartwatch,Aksesoris,Jakarta,2,1350350,Bank Transfer,0.15,2295595,2025-03,2,15
889,2025-04-16 16:47:34,Smartphone Terbaru,Elektronik,Denpasar,3,8126781,Bank Transfer,0,24380343,2025-04,2,9
890,2025-05-23 16:47:34,Headphone Wireless,Aksesoris,Surabaya,4,1055600,Credit Card,0.05,4011280,2025-05,4,8
891,2025-04-18 16:47:34,Smartwatch,Aksesoris,Surabaya,4,667647,E-Wallet,0,2670588,2025-04,4,9
892,2025-04-18 16:47:34,Smartphone Terbaru,Elektronik,Makassar,4,5333679,Credit Card,0.05,20267980.2,2025-04,4,14
893,2025-01-31 16:47:34,Headphone Wireless,Aksesoris,Surabaya,4,735477,Credit Card,0.1,2647717.2,2025-01,4,11
894,2025-04-18 16:47:34,Laptop Gaming,Elektronik,Denpasar,4,22736484,Debit Card,0.1,81851342.4,2025-04,4,17
895,2025-01-05 16:47:34,Laptop Gaming,Elektronik,Medan,2,20651944,Credit Card,0,41303888,2025-01,6,12
896,2025-06-14 16:47:34,Smartphone Terbaru,Elektronik,Medan,1,7196656,Credit Card,0.05,6836823.2,2025-06,5,19
897,2025-04-20 16:47:34,Smartphone Terbaru,Elektronik,Makassar,3,7327308,Bank Transfer,0,21981924,2025-04,6,14
898,2025-03-21 16:47:34,Keyboard Mekanik,Periferal,Jakarta,3,1981420,Debit Card,0.15,5052621,2025-03,4,10
899,2025-02-08 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,4,3786261,Bank Transfer,0,15145044,2025-02,5,17
900,2025-06-15 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,3,6494708,Bank Transfer,0.05,18509917.8,2025-06,6,9
901,2025-04-08 16:47:34,Headphone Wireless,Aksesoris,Jakarta,4,960858,E-Wallet,0.05,3651260.4,2025-04,1,20
902,2025-01-03 16:47:34,Laptop Gaming,Elektronik,Medan,2,18079042,E-Wallet,0.05,34350179.8,2025-01,4,14
903,2025-06-26 16:47:34,Keyboard Mekanik,Periferal,Denpasar,2,526060,Debit Card,0,1052120,2025-06,3,12
904,2025-01-23 16:47:34,Smartwatch,Aksesoris,Surabaya,1,1736530,Debit Card,0.1,1562877,2025-01,3,21
905,2025-03-02 16:47:34,Monitor Curved,Periferal,Surabaya,2,6324848,E-Wallet,0,12649696,2025-03,6,8
906,2025-02-25 16:47:34,Laptop Gaming,Elektronik,Denpasar,2,21898046,E-Wallet,0.05,41606287.4,2025-02,1,8
907,2025-04-16 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,1,6077099,E-Wallet,0,6077099,2025-04,2,16
908,2025-04-28 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,3,5844180,E-Wallet,0,17532540,2025-04,0,12
909,2025-01-30 16:47:34,Keyboard Mekanik,Periferal,Surabaya,4,793574,E-Wallet,0,3174296,2025-01,3,8
910,2025-05-27 16:47:34,Laptop Gaming,Elektronik,Denpasar,4,22983939,Bank Transfer,0,91935756,2025-05,1,14
911,2025-01-18 16:47:34,Smartphone Terbaru,Elektronik,Medan,3,9759922,Debit Card,0,29279766,2025-01,5,16
912,2025-03-08 16:47:34,Keyboard Mekanik,Periferal,Makassar,1,1271808,Bank Transfer,0,1271808,2025-03,5,18
913,2025-04-19 16:47:34,Headphone Wireless,Aksesoris,Makassar,3,456951,Bank Transfer,0,1370853,2025-04,5,8
914,2025-01-01 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,2,5939362,Credit Card,0.05,11284787.8,2025-01,2,17
915,2025-04-01 16:47:34,Laptop Gaming,Elektronik,Surabaya,1,23950668,Bank Transfer,0.1,21555601.2,2025-04,1,21
916,2025-03-13 16:47:34,Keyboard Mekanik,Periferal,Makassar,1,1507054,E-Wallet,0,1507054,2025-03,3,20
917,2025-02-28 16:47:34,Laptop Gaming,Elektronik,Surabaya,1,16506145,E-Wallet,0,16506145,2025-02,4,11
918,2025-04-01 16:47:34,Monitor Curved,Periferal,Makassar,4,4648202,Credit Card,0,18592808,2025-04,1,21
919,2025-04-02 16:47:34,Monitor Curved,Periferal,Denpasar,3,3192931,Credit Card,0,9578793,2025-04,2,10
920,2025-05-29 16:47:34,Smartphone Terbaru,Elektronik,Medan,1,8962162,Credit Card,0.05,8514053.9,2025-05,3,12
921,2025-02-21 16:47:34,Smartwatch,Aksesoris,Medan,1,1194780,Credit Card,0.05,1135041,2025-02,4,14
922,2025-05-14 16:47:34,Laptop Gaming,Elektronik,Makassar,1,22133456,Credit Card,0,22133456,2025-05,2,15
923,2025-05-08 16:47:34,Smartphone Terbaru,Elektronik,Makassar,3,3871522,Bank Transfer,0,11614566,2025-05,3,20
924,2025-01-28 16:47:34,Monitor Curved,Periferal,Surabaya,4,3542247,Credit Card,0,14168988,2025-01,1,9
925,2025-02-06 16:47:34,Keyboard Mekanik,Periferal,Jakarta,2,577912,Bank Transfer,0.1,1040241.6,2025-02,3,14
926,2025-02-02 16:47:34,Smartwatch,Aksesoris,Surabaya,4,2772919,Debit Card,0.15,9427924.6,2025-02,6,21
927,2025-05-29 16:47:34,Headphone Wireless,Aksesoris,Medan,1,536281,Credit Card,0,536281,2025-05,3,21
928,2025-01-03 16:47:34,Laptop Gaming,Elektronik,Surabaya,4,17181906,Credit Card,0,68727624,2025-01,4,8
929,2025-03-04 16:47:34,Laptop Gaming,Elektronik,Medan,4,23990884,Bank Transfer,0.1,86367182.4,2025-03,1,14
930,2025-03-13 16:47:34,Laptop Gaming,Elektronik,Surabaya,2,16500134,Debit Card,0.1,29700241.2,2025-03,3,15
931,2025-01-01 16:47:34,Smartphone Terbaru,Elektronik,Medan,3,5604884,Bank Transfer,0,16814652,2025-01,2,9
932,2025-03-17 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,3,9441479,Bank Transfer,0,28324437,2025-03,0,16
933,2025-05-11 16:47:34,Smartphone Terbaru,Elektronik,Medan,4,4705243,Credit Card,0,18820972,2025-05,6,8
934,2025-04-25 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,4,7274692,E-Wallet,0,29098768,2025-04,4,20
935,2025-04-20 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,3,7022928,E-Wallet,0,21068784,2025-04,6,13
936,2025-04-01 16:47:34,Headphone Wireless,Aksesoris,Jakarta,3,539779,Bank Transfer,0,1619337,2025-04,1,8
937,2025-06-25 16:47:34,Keyboard Mekanik,Periferal,Medan,2,1304850,Credit Card,0,2609700,2025-06,2,10
938,2025-02-28 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,1,9498302,Debit Card,0,9498302,2025-02,4,18
939,2025-03-17 16:47:34,Keyboard Mekanik,Periferal,Jakarta,4,1094335,E-Wallet,0.05,4158473,2025-03,0,13
940,2025-05-13 16:47:34,Keyboard Mekanik,Periferal,Denpasar,3,1435354,Debit Card,0,4306062,2025-05,1,10
941,2025-01-23 16:47:34,Laptop Gaming,Elektronik,Medan,4,21289249,E-Wallet,0,85156996,2025-01,3,15
942,2025-06-25 16:47:34,Monitor Curved,Periferal,Denpasar,4,2788140,Credit Card,0,11152560,2025-06,2,12
943,2025-06-19 16:47:34,Headphone Wireless,Aksesoris,Surabaya,3,1393365,Bank Transfer,0,4180095,2025-06,3,9
944,2025-02-10 16:47:34,Headphone Wireless,Aksesoris,Surabaya,2,326086,Debit Card,0.15,554346.2,2025-02,0,11
945,2025-05-10 16:47:34,Smartphone Terbaru,Elektronik,Makassar,4,7726276,Debit Card,0,30905104,2025-05,5,16
946,2025-03-08 16:47:34,Headphone Wireless,Aksesoris,Surabaya,2,1439664,Bank Transfer,0,2879328,2025-03,5,11
947,2025-05-31 16:47:34,Smartphone Terbaru,Elektronik,Medan,3,7588727,Debit Card,0.05,21627871.95,2025-05,5,17
948,2025-04-25 16:47:34,Headphone Wireless,Aksesoris,Jakarta,1,890381,E-Wallet,0,890381,2025-04,4,17
949,2025-03-06 16:47:34,Smartwatch,Aksesoris,Surabaya,1,1709337,Bank Transfer,0.1,1538403.3,2025-03,3,15
950,2025-01-16 16:47:34,Smartwatch,Aksesoris,Jakarta,4,2039600,E-Wallet,0,8158400,2025-01,3,12
951,2025-01-17 16:47:34,Headphone Wireless,Aksesoris,Jakarta,3,1473650,E-Wallet,0,4420950,2025-01,4,18
952,2025-04-20 16:47:34,Monitor Curved,Periferal,Jakarta,2,4227503,Credit Card,0,8455006,2025-04,6,18
953,2025-05-17 16:47:34,Laptop Gaming,Elektronik,Jakarta,4,18070771,E-Wallet,0,72283084,2025-05,5,17
954,2025-02-13 16:47:34,Smartphone Terbaru,Elektronik,Denpasar,3,4143647,Credit Card,0.1,11187846.9,2025-02,3,20
955,2024-12-29 16:47:34,Keyboard Mekanik,Periferal,Jakarta,3,1816953,Debit Card,0.1,4905773.1,2024-12,6,20
956,2025-03-28 16:47:34,Smartphone Terbaru,Elektronik,Medan,2,8084387,Debit Card,0,16168774,2025-03,4,21
957,2025-05-19 16:47:34,Laptop Gaming,Elektronik,Makassar,4,17694245,Credit Card,0,70776980,2025-05,0,8
958,2025-03-02 16:47:34,Laptop Gaming,Elektronik,Medan,3,15421280,E-Wallet,0.1,41637456,2025-03,6,14
959,2025-02-04 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,3,3909245,Bank Transfer,0.1,10554961.5,2025-02,1,10
960,2025-02-03 16:47:34,Keyboard Mekanik,Periferal,Medan,3,741207,Bank Transfer,0,2223621,2025-02,0,17
961,2025-05-03 16:47:34,Headphone Wireless,Aksesoris,Medan,2,493226,Credit Card,0,986452,2025-05,5,15
962,2025-05-16 16:47:34,Keyboard Mekanik,Periferal,Medan,4,992632,Debit Card,0,3970528,2025-05,4,21
963,2025-04-07 16:47:34,Headphone Wireless,Aksesoris,Makassar,4,860881,Debit Card,0.1,3099171.6,2025-04,0,19
964,2025-03-15 16:47:34,Headphone Wireless,Aksesoris,Denpasar,4,860592,Bank Transfer,0,3442368,2025-03,5,10
965,2024-12-31 16:47:34,Smartphone Terbaru,Elektronik,Medan,4,4472178,Credit Card,0,17888712,2024-12,1,8
966,2025-06-07 16:47:34,Smartwatch,Aksesoris,Surabaya,1,1662189,Bank Transfer,0.05,1579079.55,2025-06,5,12
967,2025-05-11 16:47:34,Laptop Gaming,Elektronik,Medan,1,20730385,E-Wallet,0,20730385,2025-05,6,9
968,2025-06-24 16:47:34,Keyboard Mekanik,Periferal,Jakarta,4,814299,E-Wallet,0,3257196,2025-06,1,18
969,2025-01-07 16:47:34,Keyboard Mekanik,Periferal,Makassar,2,1991218,Credit Card,0,3982436,2025-01,1,11
970,2025-01-02 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,1,5381486,Credit Card,0,5381486,2025-01,3,8
971,2025-05-28 16:47:34,Keyboard Mekanik,Periferal,Surabaya,3,1631619,E-Wallet,0,4894857,2025-05,2,16
972,2025-05-15 16:47:34,Keyboard Mekanik,Periferal,Makassar,1,1599151,Debit Card,0,1599151,2025-05,3,13
973,2025-06-18 16:47:34,Smartwatch,Aksesoris,Medan,3,625438,Credit Card,0,1876314,2025-06,2,15
974,2025-05-07 16:47:34,Laptop Gaming,Elektronik,Surabaya,4,18770183,E-Wallet,0,75080732,2025-05,2,18
975,2025-01-10 16:47:34,Headphone Wireless,Aksesoris,Surabaya,1,1322892,E-Wallet,0.1,1190602.8,2025-01,4,11
976,2025-06-14 16:47:34,Headphone Wireless,Aksesoris,Makassar,2,1094448,Debit Card,0.05,2079451.2,2025-06,5,16
977,2025-05-07 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,1,9555984,Debit Card,0,9555984,2025-05,2,9
978,2025-03-22 16:47:34,Laptop Gaming,Elektronik,Makassar,1,21699744,Debit Card,0,21699744,2025-03,5,16
979,2025-03-03 16:47:34,Monitor Curved,Periferal,Jakarta,1,4199391,Debit Card,0,4199391,2025-03,0,19
980,2025-03-01 16:47:34,Laptop Gaming,Elektronik,Makassar,4,24024327,Bank Transfer,0,96097308,2025-03,5,12
981,2025-04-08 16:47:34,Headphone Wireless,Aksesoris,Makassar,2,1004293,Debit Card,0,2008586,2025-04,1,20
982,2025-03-11 16:47:34,Keyboard Mekanik,Periferal,Jakarta,1,1208258,Bank Transfer,0.05,1147845.1,2025-03,1,13
983,2025-01-14 16:47:34,Keyboard Mekanik,Periferal,Surabaya,2,730170,Credit Card,0,1460340,2025-01,1,10
984,2025-01-06 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,4,9413124,E-Wallet,0,37652496,2025-01,0,11
985,2025-05-20 16:47:34,Keyboard Mekanik,Periferal,Medan,3,581948,Bank Transfer,0,1745844,2025-05,1,13
986,2025-05-29 16:47:34,Laptop Gaming,Elektronik,Surabaya,1,17582814,Credit Card,0.05,16703673.3,2025-05,3,14
987,2025-02-04 16:47:34,Laptop Gaming,Elektronik,Medan,2,18769457,Credit Card,0,37538914,2025-02,1,8
988,2025-06-09 16:47:34,Smartwatch,Aksesoris,Jakarta,2,1706751,Bank Transfer,0.05,3242826.9,2025-06,0,14
989,2025-04-01 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,4,9541333,Credit Card,0,38165332,2025-04,1,8
990,2025-04-02 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,1,3953692,Credit Card,0.1,3558322.8,2025-04,2,12
991,2025-02-15 16:47:34,Headphone Wireless,Aksesoris,Surabaya,3,1485493,Bank Transfer,0.1,4010831.1,2025-02,5,13
992,2025-03-07 16:47:34,Laptop Gaming,Elektronik,Medan,2,15217770,Credit Card,0,30435540,2025-03,4,20
993,2025-02-28 16:47:34,Smartphone Terbaru,Elektronik,Makassar,1,7099906,Debit Card,0,7099906,2025-02,4,9
994,2025-06-24 16:47:34,Headphone Wireless,Aksesoris,Medan,3,942613,Debit Card,0,2827839,2025-06,1,20
995,2025-03-16 16:47:34,Monitor Curved,Periferal,Surabaya,2,4437245,E-Wallet,0,8874490,2025-03,6,17
996,2025-04-24 16:47:34,Smartwatch,Aksesoris,Denpasar,2,1861871,Credit Card,0.05,3537554.9,2025-04,3,16
997,2025-04-27 16:47:34,Smartphone Terbaru,Elektronik,Medan,3,9177995,E-Wallet,0.1,24780586.5,2025-04,6,21
998,2025-05-14 16:47:34,Smartphone Terbaru,Elektronik,Denpasar,3,8910184,Debit Card,0.05,25394024.4,2025-05,2,17
999,2025-06-08 16:47:34,Laptop Gaming,Elektronik,Surabaya,4,21082199,Debit Card,0.1,75895916.4,2025-06,6,13
1000,2025-03-14 16:47:34,Laptop Gaming,Elektronik,Jakarta,1,20301533,Debit Card,0,20301533,2025-03,4,14
